"Substrate_ACC","Substrate_GN","sites","Peptides","log2_TMT_127N_126_median..Basal.breast.cancer.rep2.Basal.breast.cancer.rep1.","log2_TMT_127C_126_median..Luminal.breast.cancer.rep2.Basal.breast.cancer.rep1.","log2_TMT_128N_126_median..Luminal.breast.cancer.rep1.Basal.breast.cancer.rep1.","log2_TMT_128C_126_median..Basal.breast.cancer.rep1.Basal.breast.cancer.rep1.","log2_TMT_129N_126_median..Luminal.breast.cancer.rep3.Basal.breast.cancer.rep1.","log2_TMT_129C_126_median..Luminal.breast.cancer.rep2.Basal.breast.cancer.rep1.","log2_TMT_130N_126_median..Basal.breast.cancer.rep3.Basal.breast.cancer.rep1.","log2_TMT_130C_126_median..Basal.breast.cancer.rep2.Basal.breast.cancer.rep1.","log2_TMT_131_126_median..Luminal.breast.cancer.rep1.Basal.breast.cancer.rep1."
"Q09472","EP300","NA","NA",-0.238,-0.44,-0.443,-0.277,0.555,-0.248,0.476,0.282,-0.63
"B2RWS6","Ep300","NA","NA",-0.238,-0.44,-0.443,-0.277,0.555,-0.248,0.476,0.282,-0.63
"P04080","CSTB","NA","NA",-0.325,0.002,0.092,0.109,0.294,0.122,0.159,-0.141,0.123
"Q9NRR4","DROSHA","NA","NA",-0.209,0.29,0.268,0.191,0.023,0.59,0.746,2.824,0.077
"Q5HZJ0","Drosha","NA","NA",-0.209,0.29,0.268,0.191,0.023,0.59,0.746,2.824,0.077
"P14618","PKM","NA","NA",-0.482,0.793,0.686,0.135,0.708,0.625,0.116,-0.154,0.545
"P52480","Pkm","NA","NA",-0.482,0.793,0.686,0.135,0.708,0.625,0.116,-0.154,0.545
"O95347","SMC2","NA","NA",-0.325,-0.758,-1.26,0.08,-1.356,-0.552,0.015,-0.306,-1.071
"P30086","PEBP1","NA","NA",-0.263,1.026,0.819,0.536,1.494,1.183,0.355,0.011,0.687
"P62750","RPL23A","NA","NA",0.376,0.239,0.705,0.111,0.522,0.276,0.375,0.404,0.53
"P62751","Rpl23a","NA","NA",0.376,0.239,0.705,0.111,0.522,0.276,0.375,0.404,0.53
"P35580","MYH10","NA","NA",-0.082,0.289,0.352,0.271,0.235,0.285,0.059,-0.151,0.3
"P35579","MYH9","NA","NA",-0.082,0.289,0.352,0.271,0.235,0.285,0.059,-0.151,0.3
"Q61879","Myh10","NA","NA",-0.082,0.289,0.352,0.271,0.235,0.285,0.059,-0.151,0.3
"Q8VDD5","Myh9","NA","NA",-0.082,0.289,0.352,0.271,0.235,0.285,0.059,-0.151,0.3
"P30050","RPL12","NA","NA",-0.217,-0.289,-0.781,-0.058,-0.836,-0.58,-0.369,-0.277,-0.668
"P35979","Rpl12","NA","NA",-0.217,-0.289,-0.781,-0.058,-0.836,-0.58,-0.369,-0.277,-0.668
"O75367","MACROH2A1","NA","NA",-0.306,1.033,0.699,0.342,0.983,0.924,0.339,0.08,0.579
"Q9H295","DCSTAMP","NA","NA",-0.119,0.221,0.043,0.366,0.1,0.149,0.151,0.279,0.049
"P05141","SLC25A5","NA","NA",-0.148,0.24,0.05,0.163,0.208,0.216,0.051,-0.03,0.103
"P51881","Slc25a5","NA","NA",-0.148,0.24,0.05,0.163,0.208,0.216,0.051,-0.03,0.103
"Q06830","PRDX1","NA","NA",-0.457,-0.294,-0.534,-0.235,-0.393,-0.375,-0.017,-0.103,-0.245
"Q9NY61","AATF","NA","NA",-0.046,-0.232,-0.308,0.051,-0.026,-0.349,0.842,0.204,-0.44
"Q9JKX4","Aatf","NA","NA",-0.046,-0.232,-0.308,0.051,-0.026,-0.349,0.842,0.204,-0.44
"P78417","GSTO1","NA","NA",-0.18,0.819,0.781,0.317,0.714,0.927,0.283,-0.014,0.805
"P26440","IVD","NA","NA",-0.454,1.514,1.209,0.163,2.34,1.528,0.429,0.139,1.203
"P07900","HSP90AA1","NA","NA",-0.084,0.049,-0.042,0.182,-0.059,0.163,0.189,-0.007,0.025
"P08238","HSP90AB1","NA","NA",-0.084,0.049,-0.042,0.182,-0.059,0.163,0.189,-0.007,0.025
"P07901","Hsp90aa1","NA","NA",-0.084,0.049,-0.042,0.182,-0.059,0.163,0.189,-0.007,0.025
"P11499","Hsp90ab1","NA","NA",-0.084,0.049,-0.042,0.182,-0.059,0.163,0.189,-0.007,0.025
"Q8N6U8","GPR161","NA","NA",-0.208,3.362,3.733,0.493,3.374,3.315,0.773,0.633,3.7
"P30044","PRDX5","NA","NA",-0.294,0.46,0.26,0.105,0.387,0.512,0.214,0.374,0.394
"Q8N1G2","CMTR1","NA","NA",-0.206,0.16,-0.08,0.086,-0.097,0.036,0.078,-0.045,-0.093
"Q9DBC3","Cmtr1","NA","NA",-0.206,0.16,-0.08,0.086,-0.097,0.036,0.078,-0.045,-0.093
"P97447","Fhl1","NA","NA",-1.578,-2.093,-2.849,0.035,-2.465,-2.049,-1.156,-1.622,-2.658
"P26447","S100A4","NA","NA",-0.45,3.405,3.357,1.289,3.262,3.561,0.999,0.759,3.67
"P61927","RPL37","NA","NA",-0.256,-0.232,-0.403,0.103,-0.291,-0.184,0.18,-0.273,-0.4
"P43243","MATR3","NA","NA",-0.026,0.057,0.005,0.043,0.162,0.085,0.26,0.199,0.115
"Q8K310","Matr3","NA","NA",-0.026,0.057,0.005,0.043,0.162,0.085,0.26,0.199,0.115
"P22392","NME2","NA","NA",-0.306,-0.104,-0.037,0.223,-0.092,0.189,-0.091,-0.277,-0.172
"P15531","NME1","NA","NA",-0.306,-0.104,-0.037,0.223,-0.092,0.189,-0.091,-0.277,-0.172
"P15532","Nme1","NA","NA",-0.306,-0.104,-0.037,0.223,-0.092,0.189,-0.091,-0.277,-0.172
"Q01768","Nme2","NA","NA",-0.306,-0.104,-0.037,0.223,-0.092,0.189,-0.091,-0.277,-0.172
"Q9BUH6","PAXX","NA","NA",0.136,0.742,0.773,0.322,0.932,0.737,0.21,0.029,0.694
"Q8K0Y7","Paxx","NA","NA",0.136,0.742,0.773,0.322,0.932,0.737,0.21,0.029,0.694
"P06737","PYGL","NA","NA",-0.169,0.833,0.822,0.379,0.956,0.85,0.226,0.165,0.88
"Q9ET01","Pygl","NA","NA",-0.169,0.833,0.822,0.379,0.956,0.85,0.226,0.165,0.88
"Q68D10","SPTY2D1","NA","NA",-0.02,0.708,0.72,0.079,0.541,1.008,0.589,0.073,0.889
"Q9UPN3","MACF1","NA","NA",-0.163,0.6,0.457,0.229,0.823,0.568,0.076,-0.172,0.468
"Q15149","PLEC","NA","NA",-0.163,0.6,0.457,0.229,0.823,0.568,0.076,-0.172,0.468
"Q9QXS1","Plec","NA","NA",-0.163,0.6,0.457,0.229,0.823,0.568,0.076,-0.172,0.468
"P20700","LMNB1","NA","NA",-0.043,0.419,0.624,0.18,0.894,0.641,-0.021,-0.057,0.316
"P14733","Lmnb1","NA","NA",-0.043,0.419,0.624,0.18,0.894,0.641,-0.021,-0.057,0.316
"Q86WA6","BPHL","NA","NA",0.181,0.356,0.238,0.174,0.569,0.359,0.59,0.673,0.288
"Q15149","PLEC","NA","NA",-0.677,0.352,0.061,-0.072,0.755,0.476,-1.82,-2.003,0.18
"P31949","S100A11","NA","NA",-0.37,-0.588,-0.457,0.062,-0.186,-0.611,0.12,-0.265,-0.551
"P50543","S100a11","NA","NA",-0.37,-0.588,-0.457,0.062,-0.186,-0.611,0.12,-0.265,-0.551
"Q9D1I5","Mcee","NA","NA",-0.206,0.171,0.1,0.336,0.174,0.078,-0.223,0.014,0.01
"P04075","ALDOA","NA","NA",-0.489,-0.095,-0.346,-0.07,-0.081,-0.03,-0.263,-0.257,-0.306
"P05064","Aldoa","NA","NA",-0.489,-0.095,-0.346,-0.07,-0.081,-0.03,-0.263,-0.257,-0.306
"Q16695","H3-4","NA","NA",0.064,-0.948,-0.728,0.154,-1.164,-0.497,0.058,0,-0.948
"Q71DI3","H3C15","NA","NA",0.064,-0.948,-0.728,0.154,-1.164,-0.497,0.058,0,-0.948
"P68431","H3C1","NA","NA",0.064,-0.948,-0.728,0.154,-1.164,-0.497,0.058,0,-0.948
"P84228","H3c2","NA","NA",0.064,-0.948,-0.728,0.154,-1.164,-0.497,0.058,0,-0.948
"P68433","H3c1","NA","NA",0.064,-0.948,-0.728,0.154,-1.164,-0.497,0.058,0,-0.948
"P22307","SCP2","NA","NA",-0.317,0.779,0.802,0.239,0.848,0.761,0.216,0.024,0.766
"P32020","Scp2","NA","NA",-0.317,0.779,0.802,0.239,0.848,0.761,0.216,0.024,0.766
"P40925","MDH1","NA","NA",-0.151,0.58,0.271,0.269,0.562,0.435,0.516,0.238,0.137
"P14152","Mdh1","NA","NA",-0.151,0.58,0.271,0.269,0.562,0.435,0.516,0.238,0.137
"O00193","SMAP","NA","NA",-0.378,-2.385,-2.276,0.103,-2.812,-2.344,-0.611,-0.104,-2.374
"Q9R0P4","Smap","NA","NA",-0.378,-2.385,-2.276,0.103,-2.812,-2.344,-0.611,-0.104,-2.374
"Q9UBL3","ASH2L","NA","NA",-0.359,-0.618,-1.322,-0.002,-0.838,-0.839,0.29,-0.076,-1.057
"Q91X20","Ash2l","NA","NA",-0.359,-0.618,-1.322,-0.002,-0.838,-0.839,0.29,-0.076,-1.057
"Q924A2","Cic","NA","NA",-0.482,-1.654,-1.927,0.116,-3.312,-1.352,-0.118,-0.436,-2.271
"P55854","SUMO3","NA","NA",0.094,0.156,0.184,0.297,0.256,0.364,0.393,1.533,0.164
"P61956","SUMO2","NA","NA",0.094,0.156,0.184,0.297,0.256,0.364,0.393,1.533,0.164
"Q9Z172","Sumo3","NA","NA",0.094,0.156,0.184,0.297,0.256,0.364,0.393,1.533,0.164
"P61957","Sumo2","NA","NA",0.094,0.156,0.184,0.297,0.256,0.364,0.393,1.533,0.164
"O00479","HMGN4","NA","NA",-0.536,0.75,0.884,0.113,0.768,0.688,0.026,-0.249,0.852
"O75533","SF3B1","NA","NA",-0.143,-0.117,-0.177,0.286,-0.31,0.047,-0.139,-0.015,-0.186
"Q9Y2X9","ZNF281","NA","NA",-0.167,-0.312,-0.67,-0.021,-0.373,-0.226,0.266,-0.103,-0.543
"Q9BUY5","ZNF426","NA","NA",0.193,1.333,1.444,0.615,1.126,1.38,0.53,0.339,1.422
"P04632","CAPNS1","NA","NA",-0.212,0.468,0.43,0.079,0.395,0.481,0.074,0.011,0.429
"Q96C01","FAM136A","NA","NA",-0.23,0.836,0.524,0.212,0.708,0.989,-0.086,-0.184,0.493
"Q9CR98","Fam136a","NA","NA",-0.23,0.836,0.524,0.212,0.708,0.989,-0.086,-0.184,0.493
"O76021","RSL1D1","NA","NA",0.06,0.579,0.46,0.268,0.391,0.581,0.513,-0.066,0.344
"Q14966","ZNF638","NA","NA",-0.36,-0.108,-0.289,0.064,-0.296,-0.135,-0.068,-0.192,-0.325
"Q921I1","Tf","NA","NA",0.112,0.695,0.715,0.363,0.479,0.677,0.225,0.302,0.752
"Q4LE39","ARID4B","NA","NA",0.086,0.219,0.079,0.318,0.264,0.24,0.191,0.168,0.16
"Q96CN7","ISOC1","NA","NA",0.784,-0.138,-0.273,0.39,0.145,-0.034,0.013,0.201,-0.043
"Q91V64","Isoc1","NA","NA",0.784,-0.138,-0.273,0.39,0.145,-0.034,0.013,0.201,-0.043
"P61158","ACTR3","NA","NA",-0.429,0.863,0.773,0.145,0.884,0.84,0.043,-0.144,0.801
"Q99JY9","Actr3","NA","NA",-0.429,0.863,0.773,0.145,0.884,0.84,0.043,-0.144,0.801
"P55265","ADAR","NA","NA",-0.331,-0.143,-0.103,0.076,-0.472,0.12,-0.185,-0.161,-0.067
"P30085","CMPK1","NA","NA",-0.434,1.413,1.107,0.441,1.561,1.452,0.263,0.175,1.295
"Q9DBP5","Cmpk1","NA","NA",-0.434,1.413,1.107,0.441,1.561,1.452,0.263,0.175,1.295
"P07910","HNRNPC","NA","NA",1.665,0.493,0.581,0.495,0.899,0.398,0.235,0.348,1.381
"Q9Z204","Hnrnpc","NA","NA",1.665,0.493,0.581,0.495,0.899,0.398,0.235,0.348,1.381
"P17540","CKMT2","NA","NA",-1.389,-1.108,-0.96,0.01,-0.603,-1.029,-0.694,-1.041,-1.27
"P12532","CKMT1A","NA","NA",-1.389,-1.108,-0.96,0.01,-0.603,-1.029,-0.694,-1.041,-1.27
"P06732","CKM","NA","NA",-1.389,-1.108,-0.96,0.01,-0.603,-1.029,-0.694,-1.041,-1.27
"Q6P8J7","Ckmt2","NA","NA",-1.389,-1.108,-0.96,0.01,-0.603,-1.029,-0.694,-1.041,-1.27
"P30275","Ckmt1","NA","NA",-1.389,-1.108,-0.96,0.01,-0.603,-1.029,-0.694,-1.041,-1.27
"P07310","Ckm","NA","NA",-1.389,-1.108,-0.96,0.01,-0.603,-1.029,-0.694,-1.041,-1.27
"P17858","PFKL","NA","NA",-0.39,0.307,0.22,-0.018,0.568,0.483,-0.212,-0.352,0.276
"P12382","Pfkl","NA","NA",-0.39,0.307,0.22,-0.018,0.568,0.483,-0.212,-0.352,0.276
"P04075","ALDOA","NA","NA",-0.408,-0.647,-0.837,-0.118,-0.916,-0.804,-0.231,-0.294,-0.791
"P09972","ALDOC","NA","NA",-0.408,-0.647,-0.837,-0.118,-0.916,-0.804,-0.231,-0.294,-0.791
"P05062","ALDOB","NA","NA",-0.408,-0.647,-0.837,-0.118,-0.916,-0.804,-0.231,-0.294,-0.791
"Q91Y97","Aldob","NA","NA",-0.408,-0.647,-0.837,-0.118,-0.916,-0.804,-0.231,-0.294,-0.791
"P05064","Aldoa","NA","NA",-0.408,-0.647,-0.837,-0.118,-0.916,-0.804,-0.231,-0.294,-0.791
"P05063","Aldoc","NA","NA",-0.408,-0.647,-0.837,-0.118,-0.916,-0.804,-0.231,-0.294,-0.791
"Q9Y6Q9","NCOA3","NA","NA",-0.412,0.453,-0.038,0.241,-0.221,0.315,0.025,-0.148,0.029
"Q9H6T3","RPAP3","NA","NA",-0.213,1.536,1.273,0.64,1.956,1.502,0.223,0.123,1.229
"O94826","TOMM70","NA","NA",-0.213,1.536,1.273,0.64,1.956,1.502,0.223,0.123,1.229
"Q9D706","Rpap3","NA","NA",-0.213,1.536,1.273,0.64,1.956,1.502,0.223,0.123,1.229
"Q9CZW5","Tomm70","NA","NA",-0.213,1.536,1.273,0.64,1.956,1.502,0.223,0.123,1.229
"Q6P1N9","TATDN1","NA","NA",-0.212,0.521,0.634,0.3,0.91,0.492,1.342,0.492,0.639
"O15116","LSM1","NA","NA",-0.03,-0.213,-0.228,0.211,-0.215,-0.12,0.186,0.012,-0.285
"Q8VC85","Lsm1","NA","NA",-0.03,-0.213,-0.228,0.211,-0.215,-0.12,0.186,0.012,-0.285
"P14406","COX7A2","NA","NA",-0.178,0.307,0.126,0.375,0.102,0.347,-0.057,-0.077,0.047
"Q9H4A4","RNPEP","NA","NA",-0.196,0.253,0.235,0.329,0.269,0.022,0.263,0.385,0.386
"Q96AT1","KIAA1143","NA","NA",-0.495,-0.782,-1.088,-0.259,-0.819,-0.713,-0.249,-0.687,-0.893
"P32322","PYCR1","NA","NA",-0.357,-0.24,-0.583,0.003,-0.476,-0.34,-0.082,-0.319,-0.409
"Q9Y4P3","TBL2","NA","NA",-0.352,-0.551,-1.54,0.118,-0.462,-0.472,-0.237,-0.244,-0.715
"P11142","HSPA8","NA","NA",-0.375,0.135,-0.287,-0.02,0.023,0.08,-0.09,-0.225,-0.012
"P63017","Hspa8","NA","NA",-0.375,0.135,-0.287,-0.02,0.023,0.08,-0.09,-0.225,-0.012
"Q9QXY9","Pex3","NA","NA",0.228,-0.305,-0.962,0.29,-1.413,-0.167,0.453,-0.041,-0.298
"Q96AE4","FUBP1","NA","NA",-0.065,0.296,0.056,0.218,0.643,0.23,0.656,0.066,0.204
"P04406","GAPDH","NA","NA",-0.107,0.092,0.016,0.155,0.172,0.078,0.374,0.082,0.223
"P16858","Gapdh","NA","NA",-0.107,0.092,0.016,0.155,0.172,0.078,0.374,0.082,0.223
"Q07666","KHDRBS1","NA","NA",-0.159,0.218,0.25,0.341,0.329,0.335,0.335,0.287,0.125
"Q5VWX1","KHDRBS2","NA","NA",-0.159,0.218,0.25,0.341,0.329,0.335,0.335,0.287,0.125
"Q60749","Khdrbs1","NA","NA",-0.159,0.218,0.25,0.341,0.329,0.335,0.335,0.287,0.125
"P06744","GPI","NA","NA",0.074,-0.056,-0.08,0.034,0.128,0.14,0.192,0.558,0.027
"P27348","YWHAQ","NA","NA",0.276,-0.215,-0.077,0.156,-0.197,-0.116,0.066,0.019,-0.224
"O75947","ATP5PD","NA","NA",-0.272,0.466,0.359,0.031,0.76,0.524,0.114,-0.067,0.462
"Q8VEK3","Hnrnpu","NA","NA",-0.159,0.142,-0.178,0.207,-0.08,0.244,-0.107,-0.031,-0.414
"Q13813","SPTAN1","NA","NA",-0.747,-0.723,-0.93,0.03,-0.65,-0.729,-0.126,-0.189,-0.933
"P25786","PSMA1","NA","NA",-0.403,-0.061,-0.137,0.19,-0.17,0.049,0.076,-0.133,-0.237
"Q9R1P4","Psma1","NA","NA",-0.403,-0.061,-0.137,0.19,-0.17,0.049,0.076,-0.133,-0.237
"Q96EP5","DAZAP1","NA","NA",-0.118,-1.909,-2.018,-0.128,-2.68,-1.701,-0.108,-0.35,-2.706
"Q9JII5","Dazap1","NA","NA",-0.118,-1.909,-2.018,-0.128,-2.68,-1.701,-0.108,-0.35,-2.706
"P35716","SOX11","NA","NA",-0.454,-1.748,-1.226,0.05,-2.785,-1.991,-0.371,-0.148,-1.96
"Q9UBU8","MORF4L1","NA","NA",-0.04,-0.243,-0.418,-0.109,-0.744,-0.181,0.343,-0.234,-0.742
"P60762","Morf4l1","NA","NA",-0.04,-0.243,-0.418,-0.109,-0.744,-0.181,0.343,-0.234,-0.742
"P40939","HADHA","NA","NA",-0.366,0.034,-0.025,0.03,0.17,0.133,0.035,-0.077,-0.052
"O15347","HMGB3","NA","NA",-0.034,-0.548,-0.521,0.139,-0.48,-0.237,-0.061,-0.148,-0.452
"O54879","Hmgb3","NA","NA",-0.034,-0.548,-0.521,0.139,-0.48,-0.237,-0.061,-0.148,-0.452
"Q14103","HNRNPD","NA","NA",0.393,-0.341,-0.568,0.315,-0.563,-0.536,-0.057,0.077,-0.582
"Q60668","Hnrnpd","NA","NA",0.393,-0.341,-0.568,0.315,-0.563,-0.536,-0.057,0.077,-0.582
"Q9Y3B4","SF3B6","NA","NA",-0.06,0.304,0.224,0.222,-0.036,0.51,0.012,0.092,0.227
"P59708","Sf3b6","NA","NA",-0.06,0.304,0.224,0.222,-0.036,0.51,0.012,0.092,0.227
"Q69YN2","CWF19L1","NA","NA",-0.241,0.201,-0.396,-0.11,0.352,0.296,0.129,0.069,0.069
"Q76L83","ASXL2","NA","NA",-0.186,0.062,0.112,0.052,0.219,0.365,0.099,0.023,0.112
"Q00610","CLTC","NA","NA",-0.111,0.627,0.585,0.151,0.717,0.643,0.352,1.277,0.457
"P53675","CLTCL1","NA","NA",-0.111,0.627,0.585,0.151,0.717,0.643,0.352,1.277,0.457
"Q68FD5","Cltc","NA","NA",-0.111,0.627,0.585,0.151,0.717,0.643,0.352,1.277,0.457
"Q14061","COX17","NA","NA",-0.159,1.181,0.872,0.268,1.491,1.278,0.485,0.373,1.029
"P56394","Cox17","NA","NA",-0.159,1.181,0.872,0.268,1.491,1.278,0.485,0.373,1.029
"P17980","PSMC3","NA","NA",-0.252,0.246,0.443,0.121,0.199,0.392,0.06,-0.086,0.424
"O88685","Psmc3","NA","NA",-0.252,0.246,0.443,0.121,0.199,0.392,0.06,-0.086,0.424
"P47897","QARS1","NA","NA",-0.565,0.648,-0.006,-0.048,0.557,0.483,0.052,-0.113,0.013
"Q8BML9","Qars1","NA","NA",-0.565,0.648,-0.006,-0.048,0.557,0.483,0.052,-0.113,0.013
"P61978","HNRNPK","NA","NA",-0.296,0.254,0.178,0.142,0.007,0.258,-0.035,-0.31,0.056
"P61979","Hnrnpk","NA","NA",-0.296,0.254,0.178,0.142,0.007,0.258,-0.035,-0.31,0.056
"P26599","PTBP1","NA","NA",0.084,-0.348,-0.331,0.037,-0.202,-0.456,-0.154,0.123,-0.369
"P17225","Ptbp1","NA","NA",0.084,-0.348,-0.331,0.037,-0.202,-0.456,-0.154,0.123,-0.369
"Q9H444","CHMP4B","NA","NA",-0.374,-0.433,-0.504,0.144,-0.504,-0.479,-0.108,-0.055,-0.55
"Q9D8B3","Chmp4b","NA","NA",-0.374,-0.433,-0.504,0.144,-0.504,-0.479,-0.108,-0.055,-0.55
"Q86SG5","S100A7A","NA","NA",-0.264,0.127,0.296,0.168,0.098,0.169,0.006,0.421,0.378
"P31151","S100A7","NA","NA",-0.264,0.127,0.296,0.168,0.098,0.169,0.006,0.421,0.378
"P19096","Fasn","NA","NA",-0.059,-0.288,-0.658,0.166,-0.437,-0.193,-0.156,0.019,-0.596
"Q03701","CEBPZ","NA","NA",0.142,-0.088,-0.109,0.315,-0.228,0.065,0.263,0.575,-0.137
"O15347","HMGB3","NA","NA",-0.234,-0.936,-0.895,0.053,-1.027,-0.814,0.11,-0.165,-1.093
"O54879","Hmgb3","NA","NA",-0.234,-0.936,-0.895,0.053,-1.027,-0.814,0.11,-0.165,-1.093
"P62269","RPS18","NA","NA",-0.284,0.184,0.44,0.287,0.354,0.378,0.202,-0.05,0.299
"P62270","Rps18","NA","NA",-0.284,0.184,0.44,0.287,0.354,0.378,0.202,-0.05,0.299
"P35241","RDX","NA","NA",-0.181,0.019,-0.071,0.079,-0.069,0.043,-0.083,-0.027,-0.062
"P15311","EZR","NA","NA",-0.181,0.019,-0.071,0.079,-0.069,0.043,-0.083,-0.027,-0.062
"P26038","MSN","NA","NA",-0.181,0.019,-0.071,0.079,-0.069,0.043,-0.083,-0.027,-0.062
"P26040","Ezr","NA","NA",-0.181,0.019,-0.071,0.079,-0.069,0.043,-0.083,-0.027,-0.062
"P26043","Rdx","NA","NA",-0.181,0.019,-0.071,0.079,-0.069,0.043,-0.083,-0.027,-0.062
"P26041","Msn","NA","NA",-0.181,0.019,-0.071,0.079,-0.069,0.043,-0.083,-0.027,-0.062
"P33241","LSP1","NA","NA",0.014,-0.909,-0.878,0.145,-0.693,-0.835,0.247,-0.242,-0.943
"P19973","Lsp1","NA","NA",0.014,-0.909,-0.878,0.145,-0.693,-0.835,0.247,-0.242,-0.943
"P53007","SLC25A1","NA","NA",0.02,0.642,0.248,0.119,1.096,0.825,0.157,-0.135,0.384
"Q14165","MLEC","NA","NA",-0.132,-0.314,-0.335,0.142,-0.086,-0.366,0.419,-0.283,-0.373
"Q6ZQI3","Mlec","NA","NA",-0.132,-0.314,-0.335,0.142,-0.086,-0.366,0.419,-0.283,-0.373
"P08670","VIM","NA","NA",-0.166,0.022,0.116,0.214,0.116,0.26,0.536,0.36,0.274
"P20152","Vim","NA","NA",-0.166,0.022,0.116,0.214,0.116,0.26,0.536,0.36,0.274
"P67936","TPM4","NA","NA",-0.123,-0.16,-0.238,-0.07,-0.21,0.057,0.106,-0.352,-0.258
"Q12906","ILF3","NA","NA",-0.51,-0.482,-0.496,-0.022,-0.567,-0.498,-0.387,-0.353,-0.603
"Q9Z1X4","Ilf3","NA","NA",-0.51,-0.482,-0.496,-0.022,-0.567,-0.498,-0.387,-0.353,-0.603
"O14497","ARID1A","NA","NA",-0.463,-0.225,-0.888,0.021,-0.605,-0.177,0.094,-0.359,-0.954
"A2BH40","Arid1a","NA","NA",-0.463,-0.225,-0.888,0.021,-0.605,-0.177,0.094,-0.359,-0.954
"Q16181","SEPTIN7","NA","NA",-0.097,-0.275,-0.448,0.055,-0.203,-0.202,0.112,-0.046,-0.242
"O55131","Septin7","NA","NA",-0.097,-0.275,-0.448,0.055,-0.203,-0.202,0.112,-0.046,-0.242
"Q9H8H2","DDX31","NA","NA",-0.035,0.297,0.312,0.392,1.005,0.533,1.534,2.434,0.436
"P52565","ARHGDIA","NA","NA",1.455,1.483,1.547,1.202,1.553,1.29,1.224,1.295,1.846
"Q99PT1","Arhgdia","NA","NA",1.455,1.483,1.547,1.202,1.553,1.29,1.224,1.295,1.846
"Q9P225","DNAH2","NA","NA",-0.145,0.436,0.313,0.276,0.466,0.421,0.346,-0.098,-0.159
"Q9C0G6","DNAH6","NA","NA",-0.145,0.436,0.313,0.276,0.466,0.421,0.346,-0.098,-0.159
"P51991","HNRNPA3","NA","NA",-0.145,0.436,0.313,0.276,0.466,0.421,0.346,-0.098,-0.159
"P09651","HNRNPA1","NA","NA",-0.145,0.436,0.313,0.276,0.466,0.421,0.346,-0.098,-0.159
"P22626","HNRNPA2B1","NA","NA",-0.145,0.436,0.313,0.276,0.466,0.421,0.346,-0.098,-0.159
"Q32P51","HNRNPA1L2","NA","NA",-0.145,0.436,0.313,0.276,0.466,0.421,0.346,-0.098,-0.159
"Q8BG05","Hnrnpa3","NA","NA",-0.145,0.436,0.313,0.276,0.466,0.421,0.346,-0.098,-0.159
"O88569","Hnrnpa2b1","NA","NA",-0.145,0.436,0.313,0.276,0.466,0.421,0.346,-0.098,-0.159
"P49312","Hnrnpa1","NA","NA",-0.145,0.436,0.313,0.276,0.466,0.421,0.346,-0.098,-0.159
"Q9P225","DNAH2","NA","NA",-0.145,0.436,0.313,0.276,0.466,0.421,0.346,-0.098,-0.159
"Q9C0G6","DNAH6","NA","NA",-0.145,0.436,0.313,0.276,0.466,0.421,0.346,-0.098,-0.159
"P51991","HNRNPA3","NA","NA",-0.145,0.436,0.313,0.276,0.466,0.421,0.346,-0.098,-0.159
"P09651","HNRNPA1","NA","NA",-0.145,0.436,0.313,0.276,0.466,0.421,0.346,-0.098,-0.159
"P22626","HNRNPA2B1","NA","NA",-0.145,0.436,0.313,0.276,0.466,0.421,0.346,-0.098,-0.159
"Q32P51","HNRNPA1L2","NA","NA",-0.145,0.436,0.313,0.276,0.466,0.421,0.346,-0.098,-0.159
"Q8BG05","Hnrnpa3","NA","NA",-0.145,0.436,0.313,0.276,0.466,0.421,0.346,-0.098,-0.159
"O88569","Hnrnpa2b1","NA","NA",-0.145,0.436,0.313,0.276,0.466,0.421,0.346,-0.098,-0.159
"P49312","Hnrnpa1","NA","NA",-0.145,0.436,0.313,0.276,0.466,0.421,0.346,-0.098,-0.159
"Q5SSJ5","HP1BP3","NA","NA",-0.002,1.004,0.604,0.446,0.571,0.865,-0.048,-0.115,0.536
"O15355","PPM1G","NA","NA",-0.46,-1.14,-1.052,-0.249,-1.77,-0.55,-0.051,-0.417,-1.022
"Q61074","Ppm1g","NA","NA",-0.46,-1.14,-1.052,-0.249,-1.77,-0.55,-0.051,-0.417,-1.022
"Q9UNZ5","C19orf53","NA","NA",0.226,0.633,0.322,0.518,0.34,0.657,-0.365,0.263,0.759
"Q99986","VRK1","NA","NA",-0.36,-0.221,-0.379,-0.032,-0.31,-0.176,-0.283,-0.207,-0.324
"Q80X41","Vrk1","NA","NA",-0.36,-0.221,-0.379,-0.032,-0.31,-0.176,-0.283,-0.207,-0.324
"Q96EI5","TCEAL4","NA","NA",-0.339,-0.261,-0.448,0.068,-0.427,-0.341,-0.062,0.152,-0.606
"P68036","UBE2L3","NA","NA",-0.115,0.218,0.225,0.376,0.158,0.183,-0.127,0.033,0.104
"P68037","Ube2l3","NA","NA",-0.115,0.218,0.225,0.376,0.158,0.183,-0.127,0.033,0.104
"P52566","ARHGDIB","NA","NA",-0.331,0.219,0.182,0.14,0.546,0.314,0.157,-0.11,0.122
"Q61599","Arhgdib","NA","NA",-0.331,0.219,0.182,0.14,0.546,0.314,0.157,-0.11,0.122
"P20042","EIF2S2","NA","NA",-0.133,0.541,0.644,0.249,0.584,0.548,0.417,-0.318,0.701
"Q99L45","Eif2s2","NA","NA",-0.133,0.541,0.644,0.249,0.584,0.548,0.417,-0.318,0.701
