accession_numbers,log2_TMT_127N_126_median..Basal.breast.cancer.rep2.Basal.breast.cancer.rep1.,log2_TMT_127C_126_median..Luminal.breast.cancer.rep2.Basal.breast.cancer.rep1.,log2_TMT_128N_126_median..Luminal.breast.cancer.rep1.Basal.breast.cancer.rep1.,log2_TMT_128C_126_median..Basal.breast.cancer.rep1.Basal.breast.cancer.rep1.,log2_TMT_129N_126_median..Luminal.breast.cancer.rep3.Basal.breast.cancer.rep1.,log2_TMT_129C_126_median..Luminal.breast.cancer.rep2.Basal.breast.cancer.rep1.,log2_TMT_130N_126_median..Basal.breast.cancer.rep3.Basal.breast.cancer.rep1.,log2_TMT_130C_126_median..Basal.breast.cancer.rep2.Basal.breast.cancer.rep1.,log2_TMT_131_126_median..Luminal.breast.cancer.rep1.Basal.breast.cancer.rep1.
NP_058066,-0.375,0.489,0.227,0.174,0.481,0.519,0.111,-0.18,0.196
NP_001627,-0.312,0.133,0.013,0.127,0.154,0.191,0.184,-0.019,0.116
NP_001688,-0.136,1.534,1.036,0.442,1.585,1.474,0.519,0.127,1.161
NP_076943,-0.115,-0.166,-0.267,0.182,-0.222,-0.007,0.178,-0.135,-0.177
NP_081036,-0.115,-0.166,-0.267,0.182,-0.222,-0.007,0.178,-0.135,-0.177
NP_001035807,-0.061,0.103,0.202,0.165,-0.048,0.256,0.238,0.152,0.152
NP_254280,-0.061,0.103,0.202,0.165,-0.048,0.256,0.238,0.152,0.152
NP_003504,-0.061,0.103,0.202,0.165,-0.048,0.256,0.238,0.152,0.152
NP_003503,-0.061,0.103,0.202,0.165,-0.048,0.256,0.238,0.152,0.152
NP_066409,-0.061,0.103,0.202,0.165,-0.048,0.256,0.238,0.152,0.152
NP_003501,-0.061,0.103,0.202,0.165,-0.048,0.256,0.238,0.152,0.152
NP_003508,-0.061,0.103,0.202,0.165,-0.048,0.256,0.238,0.152,0.152
NP_808760,-0.061,0.103,0.202,0.165,-0.048,0.256,0.238,0.152,0.152
NP_066544,-0.061,0.103,0.202,0.165,-0.048,0.256,0.238,0.152,0.152
NP_542163,-0.061,0.103,0.202,0.165,-0.048,0.256,0.238,0.152,0.152
NP_835584,-0.061,0.103,0.202,0.165,-0.048,0.256,0.238,0.152,0.152
NP_835736,-0.061,0.103,0.202,0.165,-0.048,0.256,0.238,0.152,0.152
NP_835490,-0.061,0.103,0.202,0.165,-0.048,0.256,0.238,0.152,0.152
NP_835489,-0.061,0.103,0.202,0.165,-0.048,0.256,0.238,0.152,0.152
NP_783592,-0.061,0.103,0.202,0.165,-0.048,0.256,0.238,0.152,0.152
NP_783593,-0.061,0.103,0.202,0.165,-0.048,0.256,0.238,0.152,0.152
NP_808356,-0.061,0.103,0.202,0.165,-0.048,0.256,0.238,0.152,0.152
NP_783589,-0.061,0.103,0.202,0.165,-0.048,0.256,0.238,0.152,0.152
NP_783590,-0.061,0.103,0.202,0.165,-0.048,0.256,0.238,0.152,0.152
NP_057671,0.014,-0.186,-0.345,0.072,-0.454,-0.226,-0.233,-0.209,-0.534
NP_031650,0.014,-0.186,-0.345,0.072,-0.454,-0.226,-0.233,-0.209,-0.534
NP_002085,-0.138,0.23,0.028,0.147,0.186,0.225,0.217,0.154,0.06
NP_001123478,-0.138,0.23,0.028,0.147,0.186,0.225,0.217,0.154,0.06
NP_060564,-0.138,0.23,0.028,0.147,0.186,0.225,0.217,0.154,0.06
NP_001123479,-0.138,0.23,0.028,0.147,0.186,0.225,0.217,0.154,0.06
NP_666178,-0.138,0.23,0.028,0.147,0.186,0.225,0.217,0.154,0.06
NP_001123480,-0.138,0.23,0.028,0.147,0.186,0.225,0.217,0.154,0.06
NP_032205,-0.138,0.23,0.028,0.147,0.186,0.225,0.217,0.154,0.06
NP_005504,-0.237,-0.548,-0.756,0.101,-0.682,-0.764,0.044,-0.101,-0.767
NP_083088,-0.237,-0.548,-0.756,0.101,-0.682,-0.764,0.044,-0.101,-0.767
NP_060934,-0.38,1.218,0.926,0.283,1.529,1.262,0.073,0.211,0.972
NP_001231931,-0.314,-0.69,-0.752,-0.116,-0.175,-0.458,0.765,-0.13,0.025
NP_995315,-0.314,-0.69,-0.752,-0.116,-0.175,-0.458,0.765,-0.13,0.025
NP_001231933,-0.314,-0.69,-0.752,-0.116,-0.175,-0.458,0.765,-0.13,0.025
NP_001231934,-0.314,-0.69,-0.752,-0.116,-0.175,-0.458,0.765,-0.13,0.025
NP_005588,-0.314,-0.69,-0.752,-0.116,-0.175,-0.458,0.765,-0.13,0.025
NP_032714,-0.314,-0.69,-0.752,-0.116,-0.175,-0.458,0.765,-0.13,0.025
NP_081032,-0.314,-0.69,-0.752,-0.116,-0.175,-0.458,0.765,-0.13,0.025
NP_000017,-0.348,0.454,0.176,-0.064,0.075,0.411,-0.075,-0.614,0.102
NP_001116850,-0.348,0.454,0.176,-0.064,0.075,0.411,-0.075,-0.614,0.102
NP_033764,-0.348,0.454,0.176,-0.064,0.075,0.411,-0.075,-0.614,0.102
NP_056150,-0.401,0.045,-0.054,0.086,-0.133,0.183,0.023,-0.03,-0.112
NP_766012,-0.401,0.045,-0.054,0.086,-0.133,0.183,0.023,-0.03,-0.112
NP_001243211,-0.313,1.377,0.671,0.209,1.722,1.698,0.351,0.355,1.446
NP_002264,-0.313,1.377,0.671,0.209,1.722,1.698,0.351,0.355,1.446
NP_112447,-0.313,1.377,0.671,0.209,1.722,1.698,0.351,0.355,1.446
NP_149064,-0.313,1.377,0.671,0.209,1.722,1.698,0.351,0.355,1.446
NP_003579,-0.318,0.392,0.345,0.21,0.427,0.524,-0.044,-0.349,0.372
NP_001073341,-0.318,0.392,0.345,0.21,0.427,0.524,-0.044,-0.349,0.372
NP_082564,-0.318,0.392,0.345,0.21,0.427,0.524,-0.044,-0.349,0.372
NP_000173,-0.138,0.79,0.521,0.181,1.108,0.826,0.18,-0.232,0.531
NP_002147,-0.147,0.299,0.11,0.285,0.225,0.273,0.074,-0.011,0.209
NP_001145,-0.178,-0.093,-0.341,0.021,0.02,-0.052,0.04,-0.182,-0.286
NP_002148,-0.325,0.83,0.783,0.366,0.906,0.843,0.154,0.414,0.625
NP_032329,-0.325,0.83,0.783,0.366,0.906,0.843,0.154,0.414,0.625
NP_061187,-0.296,-1.512,-2.797,-0.072,-2.641,-1.404,-0.746,-0.415,-1.395
NP_061819,-0.259,0.14,-0.031,0.029,0.117,0.459,-0.015,-0.216,0.02
NP_000173,-0.331,-0.038,-0.2,-0.166,-0.062,0.112,-0.025,-0.29,-0.194
NP_001138984,0.019,0.42,0.131,0.006,0.175,0.454,0.035,-0.04,0.251
NP_001128145,0.019,0.42,0.131,0.006,0.175,0.454,0.035,-0.04,0.251
NP_001138983,0.019,0.42,0.131,0.006,0.175,0.454,0.035,-0.04,0.251
NP_005586,0.019,0.42,0.131,0.006,0.175,0.454,0.035,-0.04,0.251
NP_001116424,0.019,0.42,0.131,0.006,0.175,0.454,0.035,-0.04,0.251
NP_035035,0.019,0.42,0.131,0.006,0.175,0.454,0.035,-0.04,0.251
NP_001116425,0.019,0.42,0.131,0.006,0.175,0.454,0.035,-0.04,0.251
NP_000986,-0.404,0.004,-0.06,0.066,-0.016,0.098,0.026,-0.057,-0.008
NP_001005859,-0.404,0.004,-0.06,0.066,-0.016,0.098,0.026,-0.057,-0.008
NP_004640,-0.419,1.337,1.025,0.38,1.994,1.35,0.037,0.907,0.894
NP_937798,-0.419,1.337,1.025,0.38,1.994,1.35,0.037,0.907,0.894
NP_005457,-0.298,-0.459,-0.509,0.126,-0.654,-0.553,-0.169,-0.192,-0.589
NP_006026,-0.1,0.277,0.282,0.14,0.02,0.24,-0.094,-0.026,0.133
NP_000282,-0.201,0.212,0.209,0.162,0.245,0.277,0.122,-0.126,0.207
NP_002159,-0.06,0.406,0.155,0.285,0.495,0.327,0.075,0.531,0.188
XP_003846738,-0.127,-1.757,-1.892,-0.178,-2.106,-1.583,-0.229,-0.318,-1.907
NP_005508,-0.127,-1.757,-1.892,-0.178,-2.106,-1.583,-0.229,-0.318,-1.907
NP_115553,-0.181,0.052,0.026,0.146,0.02,0.125,0.203,0.266,0.001
NP_006861,-0.315,0.17,-0.058,0.005,0.29,0.119,0.052,-0.225,0.046
NP_062745,-0.315,0.17,-0.058,0.005,0.29,0.119,0.052,-0.225,0.046
NP_004323,-0.106,0.965,0.765,0.444,1.068,1.359,0.012,0.067,0.758
XP_003960280,-0.244,0.023,-0.32,-0.05,-0.279,-0.06,-0.127,-0.149,-0.503
NP_055643,-0.38,-0.399,-0.521,0.119,-0.418,-0.278,-0.135,-0.177,-0.654
NP_003124,-0.437,-0.23,-0.44,0.049,-0.209,-0.11,-0.201,-0.189,-0.255
NP_002147,-0.303,0.517,0.15,0.304,0.714,0.632,0.259,-0.046,0.369
NP_034607,-0.303,0.517,0.15,0.304,0.714,0.632,0.259,-0.046,0.369
NP_008835,-0.293,0.166,-0.133,-0.021,0.188,0.077,-0.063,-0.257,-0.221
NP_001075109,-0.293,0.166,-0.133,-0.021,0.188,0.077,-0.063,-0.257,-0.221
NP_009035,-0.238,0.02,-0.166,0.224,0.184,0.059,0.044,-0.03,0.14
NP_035417,-0.238,0.02,-0.166,0.224,0.184,0.059,0.044,-0.03,0.14
NP_003155,-0.531,-0.092,-0.014,0.235,-0.168,-0.052,-0.329,-0.123,-0.247
NP_001231595,-0.531,-0.092,-0.014,0.235,-0.168,-0.052,-0.329,-0.123,-0.247
NP_062803,-0.531,-0.092,-0.014,0.235,-0.168,-0.052,-0.329,-0.123,-0.247
NP_001034645,0.108,1.555,1.419,0.37,1.211,1.549,0.495,0.091,1.556
NP_001243074,0.108,1.555,1.419,0.37,1.211,1.549,0.495,0.091,1.556
NP_000173,-0.237,1.105,0.953,0.462,1.268,1.111,0.196,-0.1,0.921
NP_005498,0.017,0.503,0.152,0.159,0.224,0.437,0.082,-0.131,0.177
NP_031713,0.017,0.503,0.152,0.159,0.224,0.437,0.082,-0.131,0.177
NP_904325,0.198,0.087,0.221,0.265,-0.068,0.087,0.79,0.189,-0.222
NP_005372,-0.1,0.135,0.072,0.063,0.151,0.251,0.105,-0.06,0.113
NP_001188292,-0.377,-0.24,-0.254,0.09,-0.12,-0.012,0.08,-0.339,-0.305
NP_004233,-0.377,-0.24,-0.254,0.09,-0.12,-0.012,0.08,-0.339,-0.305
NP_001188291,-0.377,-0.24,-0.254,0.09,-0.12,-0.012,0.08,-0.339,-0.305
NP_620058,-0.377,-0.24,-0.254,0.09,-0.12,-0.012,0.08,-0.339,-0.305
NP_004484,-0.184,0.44,0.37,0.105,0.737,0.547,0.08,-0.092,0.495
NP_001032900,-0.184,0.44,0.37,0.105,0.737,0.547,0.08,-0.092,0.495
NP_005013,-0.328,0.012,-0.108,0.113,0.035,0.001,-0.149,-0.082,-0.127
NP_001013,-0.229,0.192,-0.023,0.161,0.042,-0.04,0.039,-0.109,-0.033
NP_075622,-0.229,0.192,-0.023,0.161,0.042,-0.04,0.039,-0.109,-0.033
NP_005262,-0.281,0.324,0.184,0.234,0.296,0.202,-0.211,-0.097,0.17
NP_008835,-0.334,0.13,-0.38,0.201,-0.032,0.03,-0.075,-0.257,-0.331
NP_001075109,-0.334,0.13,-0.38,0.201,-0.032,0.03,-0.075,-0.257,-0.331
NP_004125,0.161,0.96,0.717,0.476,0.996,1.018,0.366,0.913,0.654
NP_005262,-0.067,0.62,0.471,0.27,0.675,0.765,0.066,0.101,0.516
NP_032159,-0.067,0.62,0.471,0.27,0.675,0.765,0.066,0.101,0.516
NP_001420,-0.173,-1.754,-2.059,0.089,-2.787,-1.602,-0.363,-0.173,-2.188
NP_808489,-0.173,-1.754,-2.059,0.089,-2.787,-1.602,-0.363,-0.173,-2.188
NP_004371,-0.283,-1.209,-0.79,-0.276,-1.151,-1.234,-0.443,-0.933,-1.116
NP_001073315,-0.283,-1.209,-0.79,-0.276,-1.151,-1.234,-0.443,-0.933,-1.116
NP_733751,-0.18,-0.588,-0.639,0.045,-0.72,-0.577,0.005,-0.127,-0.703
NP_001074852,-0.18,-0.588,-0.639,0.045,-0.72,-0.577,0.005,-0.127,-0.703
NP_006073,-0.202,0.169,-0.107,0.205,-0.098,0.141,0.076,-0.038,-0.083
NP_006000,-0.202,0.169,-0.107,0.205,-0.098,0.141,0.076,-0.038,-0.083
NP_525125,-0.202,0.169,-0.107,0.205,-0.098,0.141,0.076,-0.038,-0.083
NP_997195,-0.202,0.169,-0.107,0.205,-0.098,0.141,0.076,-0.038,-0.083
NP_116093,-0.202,0.169,-0.107,0.205,-0.098,0.141,0.076,-0.038,-0.083
NP_061816,-0.202,0.169,-0.107,0.205,-0.098,0.141,0.076,-0.038,-0.083
NP_005991,-0.202,0.169,-0.107,0.205,-0.098,0.141,0.076,-0.038,-0.083
NP_001265481,-0.202,0.169,-0.107,0.205,-0.098,0.141,0.076,-0.038,-0.083
NP_001257329,-0.202,0.169,-0.107,0.205,-0.098,0.141,0.076,-0.038,-0.083
NP_001180343,-0.202,0.169,-0.107,0.205,-0.098,0.141,0.076,-0.038,-0.083
NP_035784,-0.202,0.169,-0.107,0.205,-0.098,0.141,0.076,-0.038,-0.083
NP_035783,-0.202,0.169,-0.107,0.205,-0.098,0.141,0.076,-0.038,-0.083
NP_033475,-0.202,0.169,-0.107,0.205,-0.098,0.141,0.076,-0.038,-0.083
NP_059075,-0.202,0.169,-0.107,0.205,-0.098,0.141,0.076,-0.038,-0.083
NP_033474,-0.202,0.169,-0.107,0.205,-0.098,0.141,0.076,-0.038,-0.083
NP_033473,-0.202,0.169,-0.107,0.205,-0.098,0.141,0.076,-0.038,-0.083
NP_001616,-0.672,0.641,0.461,0.094,1.161,0.611,0.062,-0.371,0.325
NP_037543,-0.672,0.641,0.461,0.094,1.161,0.611,0.062,-0.371,0.325
NP_001186128,-0.672,0.641,0.461,0.094,1.161,0.611,0.062,-0.371,0.325
NP_001029138,-0.672,0.641,0.461,0.094,1.161,0.611,0.062,-0.371,0.325
NP_058591,-0.672,0.641,0.461,0.094,1.161,0.611,0.062,-0.371,0.325
NP_002366,-0.151,1.314,1.54,0.362,1.241,1.248,1.681,0.318,1.335
NP_001127836,-0.151,1.314,1.54,0.362,1.241,1.248,1.681,0.318,1.335
NP_001192259,-0.151,1.314,1.54,0.362,1.241,1.248,1.681,0.318,1.335
NP_032659,-0.151,1.314,1.54,0.362,1.241,1.248,1.681,0.318,1.335
NP_001192261,-0.151,1.314,1.54,0.362,1.241,1.248,1.681,0.318,1.335
NP_001950,-0.295,-0.187,-0.782,-0.022,-0.687,-0.156,0.155,-0.071,-0.405
NP_061266,-0.295,-0.187,-0.782,-0.022,-0.687,-0.156,0.155,-0.071,-0.405
NP_075388,-0.342,0.938,0.679,0.145,1.153,0.65,0.215,0.026,0.866
NP_001158886,0.117,0.517,0.841,0.346,0.459,0.549,0.47,0.176,0.739
NP_005557,0.117,0.517,0.841,0.346,0.459,0.549,0.47,0.176,0.739
NP_001158887,0.117,0.517,0.841,0.346,0.459,0.549,0.47,0.176,0.739
NP_001158888,0.117,0.517,0.841,0.346,0.459,0.549,0.47,0.176,0.739
NP_112420,-0.378,-0.333,-0.403,0.015,-0.172,-0.116,-0.106,-0.248,-0.294
NP_002127,-0.378,-0.333,-0.403,0.015,-0.172,-0.116,-0.106,-0.248,-0.294
NP_001011724,-0.378,-0.333,-0.403,0.015,-0.172,-0.116,-0.106,-0.248,-0.294
NP_001034218,-0.378,-0.333,-0.403,0.015,-0.172,-0.116,-0.106,-0.248,-0.294
NP_001159443,-0.378,-0.333,-0.403,0.015,-0.172,-0.116,-0.106,-0.248,-0.294
NP_034577,-0.378,-0.333,-0.403,0.015,-0.172,-0.116,-0.106,-0.248,-0.294
NP_112533,-0.378,-0.333,-0.403,0.015,-0.172,-0.116,-0.106,-0.248,-0.294
NP_002128,-0.378,-0.333,-0.403,0.015,-0.172,-0.116,-0.106,-0.248,-0.294
NP_058086,-0.378,-0.333,-0.403,0.015,-0.172,-0.116,-0.106,-0.248,-0.294
NP_872591,-0.378,-0.333,-0.403,0.015,-0.172,-0.116,-0.106,-0.248,-0.294
NP_110422,0.163,-0.921,-0.77,0.192,-1.196,-0.73,0.156,-0.143,-0.923
NP_001186143,0.163,-0.921,-0.77,0.192,-1.196,-0.73,0.156,-0.143,-0.923
NP_008960,0.163,-0.921,-0.77,0.192,-1.196,-0.73,0.156,-0.143,-0.923
NP_001138926,0.163,-0.921,-0.77,0.192,-1.196,-0.73,0.156,-0.143,-0.923
NP_005554,0.163,-0.921,-0.77,0.192,-1.196,-0.73,0.156,-0.143,-0.923
NP_062649,0.163,-0.921,-0.77,0.192,-1.196,-0.73,0.156,-0.143,-0.923
NP_079561,0.163,-0.921,-0.77,0.192,-1.196,-0.73,0.156,-0.143,-0.923
NP_062615,0.163,-0.921,-0.77,0.192,-1.196,-0.73,0.156,-0.143,-0.923
NP_005340,-0.312,0.366,0.436,0.137,0.191,0.411,-0.059,-0.026,0.362
NP_056958,-0.312,0.366,0.436,0.137,0.191,0.411,-0.059,-0.026,0.362
NP_976029,-0.312,0.366,0.436,0.137,0.191,0.411,-0.059,-0.026,0.362
NP_976028,-0.312,0.366,0.436,0.137,0.191,0.411,-0.059,-0.026,0.362
NP_033061,-0.312,0.366,0.436,0.137,0.191,0.411,-0.059,-0.026,0.362
NP_001264045,-0.312,0.366,0.436,0.137,0.191,0.411,-0.059,-0.026,0.362
NP_001074396,-0.312,0.366,0.436,0.137,0.191,0.411,-0.059,-0.026,0.362
NP_001074397,-0.312,0.366,0.436,0.137,0.191,0.411,-0.059,-0.026,0.362
NP_005311,-0.283,0.21,-0.108,0.098,-0.216,0.115,-0.025,-0.331,0.162
NP_078849,-0.326,0.856,0.233,0.071,0.678,0.74,-0.091,-0.045,0.491
NP_006411,-0.57,0.222,-0.007,0.02,0.04,0.166,-0.688,-0.309,0.003
NP_001078964,-0.57,0.222,-0.007,0.02,0.04,0.166,-0.688,-0.309,0.003
NP_006817,0.072,-2.299,-2.723,-0.025,-3.008,-2.16,0.227,0.358,-3.306
NP_035869,0.072,-2.299,-2.723,-0.025,-3.008,-2.16,0.227,0.358,-3.306
NP_002620,0.065,1.729,1.578,0.51,1.548,1.585,0.984,1.184,1.28
NP_001025062,0.065,1.729,1.578,0.51,1.548,1.585,0.984,1.184,1.28
NP_075907,0.065,1.729,1.578,0.51,1.548,1.585,0.984,1.184,1.28
NP_115963,-0.159,-0.341,-0.457,0.017,-0.472,-0.355,0.328,-0.167,-0.649
NP_077746,-0.159,-0.341,-0.457,0.017,-0.472,-0.355,0.328,-0.167,-0.649
NP_003371,-0.67,0.978,1.148,0.12,0.495,0.352,-0.217,-0.357,0.593
NP_000959,-0.177,0.314,0.167,0.113,0.098,0.359,0.475,-0.141,0.105
NP_083677,-0.613,0.816,0.52,-0.105,1.021,0.943,-0.085,-0.346,0.405
NP_004437,-0.316,-0.529,-0.613,0.194,-0.48,-0.316,-0.026,-0.285,-0.637
NP_001171669,-0.033,1.086,1.179,0.362,1.115,1.206,0.405,0.275,1.313
NP_005222,-0.033,1.086,1.179,0.362,1.115,1.206,0.405,0.275,1.313
NP_612632,-0.033,1.086,1.179,0.362,1.115,1.206,0.405,0.275,1.313
NP_031829,-0.033,1.086,1.179,0.362,1.115,1.206,0.405,0.275,1.313
NP_001239501,-0.033,1.086,1.179,0.362,1.115,1.206,0.405,0.275,1.313
NP_067062,-0.307,0.125,0.048,0.134,-0.097,0.104,0.092,0.102,-0.116
NP_081625,-0.307,0.125,0.048,0.134,-0.097,0.104,0.092,0.102,-0.116
NP_001679,-0.739,1.447,1.283,0.334,2.063,1.365,0.296,-0.178,1.368
NP_001171488,-0.224,0.932,0.71,0.134,1.289,0.892,0.28,0.094,0.789
NP_001171512,-0.224,0.932,0.71,0.134,1.289,0.892,0.28,0.094,0.789
NP_001171513,-0.224,0.932,0.71,0.134,1.289,0.892,0.28,0.094,0.789
NP_001171514,-0.224,0.932,0.71,0.134,1.289,0.892,0.28,0.094,0.789
NP_001073332,-0.224,0.932,0.71,0.134,1.289,0.892,0.28,0.094,0.789
NP_001073331,-0.224,0.932,0.71,0.134,1.289,0.892,0.28,0.094,0.789
NP_005333,-0.391,-0.287,-0.506,-0.062,-0.51,-0.507,0.077,-0.374,-0.562
NP_032279,-0.391,-0.287,-0.506,-0.062,-0.51,-0.507,0.077,-0.374,-0.562
NP_060697,-0.497,-0.191,-0.4,-0.006,-0.35,-0.234,-0.104,-0.29,-0.716
NP_006089,-0.199,-0.333,-0.407,0.123,-0.322,-0.21,0.014,-0.106,-0.399
NP_032169,-0.199,-0.333,-0.407,0.123,-0.322,-0.21,0.014,-0.106,-0.399
NP_001243211,-0.043,0.468,0.285,0.392,0.58,0.724,0.277,-0.011,0.564
NP_002264,-0.043,0.468,0.285,0.392,0.58,0.724,0.277,-0.011,0.564
NP_001128715,-0.191,-0.524,-0.695,0.027,-0.588,-0.561,0.169,-0.065,-0.734
NP_001128716,-0.191,-0.524,-0.695,0.027,-0.588,-0.561,0.169,-0.065,-0.734
NP_001182070,-0.191,-0.524,-0.695,0.027,-0.588,-0.561,0.169,-0.065,-0.734
NP_001128717,-0.191,-0.524,-0.695,0.027,-0.588,-0.561,0.169,-0.065,-0.734
NP_000347,-0.191,-0.524,-0.695,0.027,-0.588,-0.561,0.169,-0.065,-0.734
NP_001008657,-0.191,-0.524,-0.695,0.027,-0.588,-0.561,0.169,-0.065,-0.734
NP_112604,0.199,-0.23,-0.309,0.055,-0.257,-0.179,-0.019,-0.242,-0.371
NP_004491,0.199,-0.23,-0.309,0.055,-0.257,-0.179,-0.019,-0.242,-0.371
NP_058580,0.199,-0.23,-0.309,0.055,-0.257,-0.179,-0.019,-0.242,-0.371
NP_001164452,0.199,-0.23,-0.309,0.055,-0.257,-0.179,-0.019,-0.242,-0.371
NP_001164454,0.199,-0.23,-0.309,0.055,-0.257,-0.179,-0.019,-0.242,-0.371
NP_001164455,0.199,-0.23,-0.309,0.055,-0.257,-0.179,-0.019,-0.242,-0.371
NP_003468,-0.263,-0.944,-1.55,0.248,-1.287,-1.192,-0.318,-0.275,-1.188
NP_001128496,-0.263,-0.944,-1.55,0.248,-1.287,-1.192,-0.318,-0.275,-1.188
NP_780303,-0.263,-0.944,-1.55,0.248,-1.287,-1.192,-0.318,-0.275,-1.188
NP_004926,-0.241,-0.032,-0.165,0.121,0.031,-0.069,0.097,-0.19,-0.091
NP_001157882,-0.241,-0.032,-0.165,0.121,0.031,-0.069,0.097,-0.19,-0.091
NP_031694,-0.241,-0.032,-0.165,0.121,0.031,-0.069,0.097,-0.19,-0.091
NP_001091974,-0.102,-0.436,-0.581,0.168,-0.518,-0.54,0.555,-0.044,-0.595
NP_006377,-0.102,-0.436,-0.581,0.168,-0.518,-0.54,0.555,-0.044,-0.595
NP_951062,-0.102,-0.436,-0.581,0.168,-0.518,-0.54,0.555,-0.044,-0.595
NP_001035277,-0.102,-0.436,-0.581,0.168,-0.518,-0.54,0.555,-0.044,-0.595
NP_951061,-0.102,-0.436,-0.581,0.168,-0.518,-0.54,0.555,-0.044,-0.595
NP_004732,-0.206,-0.131,-0.318,0.007,-0.265,-0.075,-0.382,-0.187,-0.364
NP_665906,-0.476,0.022,-0.015,-0.11,-0.046,-0.032,-0.048,-0.273,-0.174
NP_665910,-0.476,0.022,-0.015,-0.11,-0.046,-0.032,-0.048,-0.273,-0.174
NP_001089,-0.282,1.05,0.824,0.278,1.315,1.093,0.218,-0.125,0.945
NP_004598,-0.242,-0.195,-0.738,0.024,-0.526,-0.213,0.243,0.042,-0.633
NP_079222,-0.258,-0.946,-0.952,0.307,-1.213,-0.447,-0.483,-0.536,-1.132
NP_082497,-0.258,-0.946,-0.952,0.307,-1.213,-0.447,-0.483,-0.536,-1.132
NP_004387,-0.272,0.142,-0.087,-0.012,-0.315,0.02,0.245,-0.289,-0.155
NP_031866,-0.272,0.142,-0.087,-0.012,-0.315,0.02,0.245,-0.289,-0.155
NP_001177666,-0.049,-0.715,-0.818,0.07,-1.081,-0.42,0.068,-0.108,-0.776
NP_001177667,-0.049,-0.715,-0.818,0.07,-1.081,-0.42,0.068,-0.108,-0.776
NP_005587,-0.049,-0.715,-0.818,0.07,-1.081,-0.42,0.068,-0.108,-0.776
NP_008938,0.218,-0.015,0.082,0.164,0.002,-0.078,0.134,0.247,-0.251
NP_001013409,0.218,-0.015,0.082,0.164,0.002,-0.078,0.134,0.247,-0.251
NP_065969,-0.047,1.38,1.092,0.419,1.441,1.315,0.222,0.24,1.145
NP_032175,-0.047,1.38,1.092,0.419,1.441,1.315,0.222,0.24,1.145
NP_612152,-0.226,0.898,0.923,0.105,0.793,0.9,0.1,0.067,1.118
NP_003371,-0.161,0.653,0.814,0.238,0.731,0.677,0.303,0.087,0.636
NP_035831,-0.161,0.653,0.814,0.238,0.731,0.677,0.303,0.087,0.636
NP_002620,-0.072,1.328,1.025,0.344,1.177,1.264,0.285,0.292,1.147
NP_001025062,-0.072,1.328,1.025,0.344,1.177,1.264,0.285,0.292,1.147
NP_000281,-0.072,1.328,1.025,0.344,1.177,1.264,0.285,0.292,1.147
NP_075907,-0.072,1.328,1.025,0.344,1.177,1.264,0.285,0.292,1.147
NP_061358,-0.072,1.328,1.025,0.344,1.177,1.264,0.285,0.292,1.147
NP_001600,-0.383,1.192,1.055,0.389,1.221,1.236,0.379,-0.139,1.017
NP_001139699,-0.333,-0.132,0.012,-0.324,-0.218,-0.045,0.099,-0.162,-0.773
NP_001014,-0.333,-0.132,0.012,-0.324,-0.218,-0.045,0.099,-0.162,-0.773
NP_080423,-0.333,-0.132,0.012,-0.324,-0.218,-0.045,0.099,-0.162,-0.773
NP_004695,-0.344,-0.632,-0.914,0.041,-0.865,-0.576,-0.092,-0.404,-0.916
NP_078938,0.343,-0.028,-0.359,0.479,-0.045,-0.023,0.456,0.37,-0.403
NP_001137502,0.343,-0.028,-0.359,0.479,-0.045,-0.023,0.456,0.37,-0.403
NP_694766,0.343,-0.028,-0.359,0.479,-0.045,-0.023,0.456,0.37,-0.403
NP_003698,-0.262,0.305,0.082,0.18,0.159,0.304,0.087,-0.129,0.109
NP_062659,-0.262,0.305,0.082,0.18,0.159,0.304,0.087,-0.129,0.109
NP_005310,-0.024,-0.299,-0.592,0.146,-0.969,-0.454,0.438,0.055,-0.696
NP_054745,-0.198,0.277,0.29,0.079,0.536,0.469,0.126,0.024,0.169
NP_055572,-0.175,-0.232,-0.622,-0.023,-0.252,-0.025,0.019,0.532,-0.296
NP_002620,-0.443,0.739,0.713,0.017,0.878,0.699,-0.143,-0.09,0.651
NP_001025062,-0.443,0.739,0.713,0.017,0.878,0.699,-0.143,-0.09,0.651
NP_075907,-0.443,0.739,0.713,0.017,0.878,0.699,-0.143,-0.09,0.651
NP_001106674,-0.127,0.206,0.063,0.103,0.295,0.423,0.192,-0.051,0.259
NP_001106673,-0.127,0.206,0.063,0.103,0.295,0.423,0.192,-0.051,0.259
NP_001106670,-0.127,0.206,0.063,0.103,0.295,0.423,0.192,-0.051,0.259
NP_038636,-0.127,0.206,0.063,0.103,0.295,0.423,0.192,-0.051,0.259
NP_057132,-0.146,0.479,0.423,0.261,0.618,0.657,0.095,0.074,0.528
NP_079754,-0.146,0.479,0.423,0.261,0.618,0.657,0.095,0.074,0.528
NP_001093165,-0.041,0.692,0.562,0.079,0.518,0.405,0.257,-0.143,0.483
NP_055189,-0.041,0.692,0.562,0.079,0.518,0.405,0.257,-0.143,0.483
NP_060117,0.127,0.748,0.568,0.31,0.688,0.821,0.457,0.015,0.53
NP_079586,0.127,0.748,0.568,0.31,0.688,0.821,0.457,0.015,0.53
NP_002217,-0.641,-0.142,-0.682,0.207,-0.662,-0.042,-0.736,-0.378,-0.404
